Entity,Code,Year,Renewables
Europe (EI),,2005,66.11307
Europe (EI),,2006,53.854076
Europe (EI),,2007,117.98787
Europe (EI),,2008,179.03218
Europe (EI),,2009,80.68567
Europe (EI),,2010,279.16824
Europe (EI),,2011,-33.59549
Europe (EI),,2012,336.36908
Europe (EI),,2013,220.30186
Europe (EI),,2014,59.322754
Europe (EI),,2015,172.2574
Europe (EI),,2016,55.55841
Europe (EI),,2017,31.29718
Europe (EI),,2018,263.36792
Europe (EI),,2019,158.09155
Europe (EI),,2020,285.7295
Europe (EI),,2021,49.315445
Europe (EI),,2022,23.313324
Europe (EI),,2023,395.09393
Europe (EI),,2024,297.49567
European Union (27),,1966,55.14319
European Union (27),,1967,-21.89463
European Union (27),,1968,13.758386
European Union (27),,1969,-10.124634
European Union (27),,1970,39.372925
European Union (27),,1971,-3.7852573
European Union (27),,1972,31.834005
European Union (27),,1973,-2.0097733
European Union (27),,1974,55.33566
European Union (27),,1975,6.661024
European Union (27),,1976,-93.65777
European Union (27),,1977,213.35014
European Union (27),,1978,-21.031786
European Union (27),,1979,40.65143
European Union (27),,1980,-41.588463
European Union (27),,1981,-11.737236
European Union (27),,1982,-16.17843
European Union (27),,1983,17.007038
European Union (27),,1984,12.823838
European Union (27),,1985,19.31416
European Union (27),,1986,-44.05293
European Union (27),,1987,77.87463
European Union (27),,1988,51.76103
European Union (27),,1989,-167.26202
European Union (27),,1990,48.143177
European Union (27),,1991,38.99005
European Union (27),,1992,39.14685
European Union (27),,1993,29.609201
European Union (27),,1994,31.19823
European Union (27),,1995,7.051308
European Union (27),,1996,-0.4657388
European Union (27),,1997,48.44202
European Union (27),,1998,49.366238
European Union (27),,1999,5.0922837
European Union (27),,2000,68.56306
European Union (27),,2001,71.418686
European Union (27),,2002,-126.30842
European Union (27),,2003,13.100772
European Union (27),,2004,121.73409
European Union (27),,2005,10.12427
European Union (27),,2006,83.63437
European Union (27),,2007,101.70995
European Union (27),,2008,139.53726
European Union (27),,2009,96.45057
European Union (27),,2010,226.93723
European Union (27),,2011,-18.441833
European Union (27),,2012,229.62689
European Union (27),,2013,167.3267
European Union (27),,2014,77.78108
European Union (27),,2015,46.54718
European Union (27),,2016,24.674484
European Union (27),,2017,11.160156
European Union (27),,2018,176.18352
European Union (27),,2019,83.23312
European Union (27),,2020,208.29425
European Union (27),,2021,52.399628
European Union (27),,2022,10.944534
European Union (27),,2023,325.77863
European Union (27),,2024,200.30887
Finland,FIN,1966,2.8535347
Finland,FIN,1967,3.4680119
Finland,FIN,1968,-3.1677876
Finland,FIN,1969,-4.8428726
Finland,FIN,1970,2.1632996
Finland,FIN,1971,3.2126827
Finland,FIN,1972,-0.8361397
Finland,FIN,1973,0.55555534
Finland,FIN,1974,5.897867
Finland,FIN,1975,-1.3720512
Finland,FIN,1976,-7.57576
Finland,FIN,1977,7.5
Finland,FIN,1978,-6.618967
Finland,FIN,1979,2.9769936
Finland,FIN,1980,-1.8153782
Finland,FIN,1981,9.54826
Finland,FIN,1982,-1.5712662
Finland,FIN,1983,1.3664398
Finland,FIN,1984,-0.9259262
Finland,FIN,1985,-2.5364723
Finland,FIN,1986,0.15431976
Finland,FIN,1987,3.9057236
Finland,FIN,1988,-1.2037048
Finland,FIN,1989,-0.9231186
Finland,FIN,1990,10.082368
Finland,FIN,1991,6.0039945
Finland,FIN,1992,5.1581964
Finland,FIN,1993,-1.3747848
Finland,FIN,1994,-3.0987394
Finland,FIN,1995,3.6193383
Finland,FIN,1996,-5.204807
Finland,FIN,1997,7.3346543
Finland,FIN,1998,12.325929
Finland,FIN,1999,-9.267016
Finland,FIN,2000,6.1658
Finland,FIN,2001,-5.414672
Finland,FIN,2002,-4.724319
Finland,FIN,2003,-2.05366
Finland,FIN,2004,18.099758
Finland,FIN,2005,-6.603982
Finland,FIN,2006,-2.2853541
Finland,FIN,2007,4.3824472
Finland,FIN,2008,9.880095
Finland,FIN,2009,-16.44624
Finland,FIN,2010,7.3929453
Finland,FIN,2011,0.6213148
Finland,FIN,2012,11.073725
Finland,FIN,2013,-7.141649
Finland,FIN,2014,3.996115
Finland,FIN,2015,10.38416
Finland,FIN,2016,-3.800952
Finland,FIN,2017,4.841508
Finland,FIN,2018,1.880471
Finland,FIN,2019,-0.011838943
Finland,FIN,2020,8.412142
Finland,FIN,2021,9.85554
Finland,FIN,2022,-0.5799458
Finland,FIN,2023,7.52215
Finland,FIN,2024,9.979071
France,FRA,1966,16.017014
France,FRA,1967,-18.30259
France,FRA,1968,15.016881
France,FRA,1969,7.4391756
France,FRA,1970,11.33485
France,FRA,1971,-21.668016
France,FRA,1972,0.3153801
France,FRA,1973,-3.0443163
France,FRA,1974,23.789917
France,FRA,1975,10.267586
France,FRA,1976,-32.324085
France,FRA,1977,77.23678
France,FRA,1978,-21.982946
France,FRA,1979,-5.1857543
France,FRA,1980,8.591681
France,FRA,1981,7.478305
France,FRA,1982,-4.390893
France,FRA,1983,-3.0460129
France,FRA,1984,-10.225994
France,FRA,1985,-10.390347
France,FRA,1986,1.6082783
France,FRA,1987,22.538261
France,FRA,1988,16.80412
France,FRA,1989,-82.80077
France,FRA,1990,20.304914
France,FRA,1991,10.9690075
France,FRA,1992,31.715454
France,FRA,1993,-11.485254
France,FRA,1994,39.918808
France,FRA,1995,-14.581516
France,FRA,1996,-18.48265
France,FRA,1997,-4.7317176
France,FRA,1998,-5.1667757
France,FRA,1999,29.749157
France,FRA,2000,-16.040047
France,FRA,2001,22.187243
France,FRA,2002,-38.5086
France,FRA,2003,-4.282986
France,FRA,2004,1.8711857
France,FRA,2005,-19.053225
France,FRA,2006,16.699951
France,FRA,2007,16.929495
France,FRA,2008,29.704742
France,FRA,2009,-10.006998
France,FRA,2010,20.519243
France,FRA,2011,-35.172607
France,FRA,2012,50.760414
France,FRA,2013,35.242218
France,FRA,2014,-11.635134
France,FRA,2015,-6.1032724
France,FRA,2016,16.114845
France,FRA,2017,-16.006287
France,FRA,2018,50.148556
France,FRA,2019,-0.3976364
France,FRA,2020,19.890993
France,FRA,2021,-5.547884
France,FRA,2022,-18.287775
France,FRA,2023,63.08175
France,FRA,2024,32.918457
Germany,DEU,1966,3.6716385
Germany,DEU,1967,-2.449131
Germany,DEU,1968,0.6852188
Germany,DEU,1969,-8.848644
Germany,DEU,1970,13.486727
Germany,DEU,1971,-11.07599
Germany,DEU,1972,-0.6371014
Germany,DEU,1973,5.72838
Germany,DEU,1974,6.7630787
Germany,DEU,1975,-1.4569142
Germany,DEU,1976,-8.4449835
Germany,DEU,1977,10.278716
Germany,DEU,1978,2.3883765
Germany,DEU,1979,0.4528761
Germany,DEU,1980,3.5382242
Germany,DEU,1981,1.8423934
Germany,DEU,1982,-0.5077319
Germany,DEU,1983,-3.65798
Germany,DEU,1984,-0.3258276
Germany,DEU,1985,-2.992509
Germany,DEU,1986,3.1050403
Germany,DEU,1987,4.4543123
Germany,DEU,1988,-0.11539434
Germany,DEU,1989,-4.700982
Germany,DEU,1990,-3.3785555
Germany,DEU,1991,-3.8069406
Germany,DEU,1992,8.435745
Germany,DEU,1993,2.1239538
Germany,DEU,1994,5.287289
Germany,DEU,1995,5.943737
Germany,DEU,1996,-5.626073
Germany,DEU,1997,3.8207428
Germany,DEU,1998,5.7986374
Germany,DEU,1999,8.578631
Germany,DEU,2000,25.356941
Germany,DEU,2001,4.467399
Germany,DEU,2002,21.202196
Germany,DEU,2003,4.4265504
Germany,DEU,2004,33.428547
Germany,DEU,2005,24.593695
Germany,DEU,2006,37.472233
Germany,DEU,2007,51.10853
Germany,DEU,2008,8.89911
Germany,DEU,2009,4.7794914
Germany,DEU,2010,24.61645
Germany,DEU,2011,51.179016
Germany,DEU,2012,53.35301
Germany,DEU,2013,17.522009
Germany,DEU,2014,27.125502
Germany,DEU,2015,64.0899
Germany,DEU,2016,0.33464432
Germany,DEU,2017,65.17247
Germany,DEU,2018,17.25463
Germany,DEU,2019,42.037334
Germany,DEU,2020,30.96724
Germany,DEU,2021,-48.36385
Germany,DEU,2022,50.863724
Germany,DEU,2023,45.741467
Germany,DEU,2024,15.700073
Greece,GRC,1966,2.5805554
Greece,GRC,1967,-0.19444466
Greece,GRC,1968,-0.81111073
Greece,GRC,1969,1.9083335
Greece,GRC,1970,1.6138883
Greece,GRC,1971,0.04444456
Greece,GRC,1972,0.06944466
Greece,GRC,1973,-1.2611113
Greece,GRC,1974,0.34444427
Greece,GRC,1975,-0.92222166
Greece,GRC,1976,-0.37777805
Greece,GRC,1977,0.11944437
Greece,GRC,1978,2.9611106
Greece,GRC,1979,1.6055555
Greece,GRC,1980,-0.44722176
Greece,GRC,1981,0.0055561066
Greece,GRC,1982,0.4277773
Greece,GRC,1983,-3.391667
Greece,GRC,1984,1.4500003
Greece,GRC,1985,-0.1583333
Greece,GRC,1986,1.1944442
Greece,GRC,1987,-1.261111
Greece,GRC,1988,-1.1500001
Greece,GRC,1989,-1.2944441
Greece,GRC,1990,-0.36111096
Greece,GRC,1991,3.6944437
Greece,GRC,1992,-2.4690967
Greece,GRC,1993,0.3277776
Greece,GRC,1994,0.85277784
Greece,GRC,1995,2.5749998
Greece,GRC,1996,2.2829866
Greece,GRC,1997,-1.3000005
Greece,GRC,1998,-0.36388856
Greece,GRC,1999,2.689236
Greece,GRC,2000,-1.6975693
Greece,GRC,2001,-3.3830206
Greece,GRC,2002,1.7204541
Greece,GRC,2003,6.2479715
Greece,GRC,2004,-0.007644075
Greece,GRC,2005,1.1857754
Greece,GRC,2006,3.8350034
Greece,GRC,2007,-7.837578
Greece,GRC,2008,2.7759514
Greece,GRC,2009,6.37026
Greece,GRC,2010,6.5684867
Greece,GRC,2011,-6.576574
Greece,GRC,2012,5.287364
Greece,GRC,2013,10.743539
Greece,GRC,2014,-5.567688
Greece,GRC,2015,6.709544
Greece,GRC,2016,-0.064495325
Greece,GRC,2017,-2.8811524
Greece,GRC,2018,5.688737
Greece,GRC,2019,0.034809947
Greece,GRC,2020,3.6697865
Greece,GRC,2021,11.410332
Greece,GRC,2022,0.97512305
Greece,GRC,2023,4.280015
Greece,GRC,2024,4.123166
High-income countries,,1966,115.14607
High-income countries,,1967,53.54087
High-income countries,,1968,60.371014
High-income countries,,1969,104.76591
High-income countries,,1970,69.45679
High-income countries,,1971,108.786446
High-income countries,,1972,117.61496
High-income countries,,1973,10.68705
High-income countries,,1974,255.9087
High-income countries,,1975,2.776947
High-income countries,,1976,-109.182976
High-income countries,,1977,22.968613
High-income countries,,1978,211.58655
High-income countries,,1979,124.68752
High-income countries,,1980,-17.546276
High-income countries,,1981,31.348099
High-income countries,,1982,101.46673
High-income countries,,1983,166.48128
High-income countries,,1984,15.279406
High-income countries,,1985,438.2221
High-income countries,,1986,19.289797
High-income countries,,1987,-1.8372364
High-income countries,,1988,13.001036
High-income countries,,1989,-43.466156
High-income countries,,1990,168.98512
High-income countries,,1991,74.489525
High-income countries,,1992,-10.336035
High-income countries,,1993,197.68643
High-income countries,,1994,-75.939644
High-income countries,,1995,233.84831
High-income countries,,1996,15.760548
High-income countries,,1997,141.18048
High-income countries,,1998,-54.67415
High-income countries,,1999,56.76906
High-income countries,,2000,68.84436
High-income countries,,2001,-208.53694
High-income countries,,2002,59.443707
High-income countries,,2003,-33.940746
High-income countries,,2004,201.86041
High-income countries,,2005,136.37796
High-income countries,,2006,166.56464
High-income countries,,2007,108.838806
High-income countries,,2008,292.05405
High-income countries,,2009,191.17113
High-income countries,,2010,261.8142
High-income countries,,2011,324.88824
High-income countries,,2012,288.20413
High-income countries,,2013,390.64032
High-income countries,,2014,175.86786
High-income countries,,2015,230.1669
High-income countries,,2016,293.6963
High-income countries,,2017,321.38306
High-income countries,,2018,334.48932
High-income countries,,2019,191.17639
High-income countries,,2020,552.6363
High-income countries,,2021,278.78577
High-income countries,,2022,372.14532
High-income countries,,2023,449.28564
High-income countries,,2024,604.79694
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.0018556148
Hong Kong,HKG,2007,0.00044491724
Hong Kong,HKG,2008,-0.00017124461
Hong Kong,HKG,2009,0.00075522694
Hong Kong,HKG,2010,0.16698864
Hong Kong,HKG,2011,0.2801076
Hong Kong,HKG,2012,-0.2581699
Hong Kong,HKG,2013,0.32905206
Hong Kong,HKG,2014,-0.04282926
Hong Kong,HKG,2015,0.1898066
Hong Kong,HKG,2016,0.020936977
Hong Kong,HKG,2017,0.06259771
Hong Kong,HKG,2018,0.1216509
Hong Kong,HKG,2019,-0.0016390253
Hong Kong,HKG,2020,0.3205002
Hong Kong,HKG,2021,0.40195507
Hong Kong,HKG,2022,0.42046946
Hong Kong,HKG,2023,0.6172966
Hong Kong,HKG,2024,0.22836168
Hungary,HUN,1966,0.06944443
Hungary,HUN,1967,-0.049999982
Hungary,HUN,1968,0.019444436
Hungary,HUN,1969,0.01666665
Hungary,HUN,1970,-0.019444436
Hungary,HUN,1971,0.02222222
Hungary,HUN,1972,0.0388889
Hungary,HUN,1973,-0.025000006
Hungary,HUN,1974,-0.055555552
Hungary,HUN,1975,0.22777778
Hungary,HUN,1976,0.00555557
Hungary,HUN,1977,-0.04444447
Hungary,HUN,1978,-0.030555576
Hungary,HUN,1979,0.02222225
Hungary,HUN,1980,-0.094444424
Hungary,HUN,1981,0.15555552
Hungary,HUN,1982,-0.025000006
Hungary,HUN,1983,-0.011111081
Hungary,HUN,1984,0.0722222
Hungary,HUN,1985,-0.0722222
Hungary,HUN,1986,-0.002777785
Hungary,HUN,1987,0.041666657
Hungary,HUN,1988,0
Hungary,HUN,1989,-0.030555546
Hungary,HUN,1990,0.108680554
Hungary,HUN,1991,0.06631944
Hungary,HUN,1992,-0.03125
Hungary,HUN,1993,0.00034719706
Hungary,HUN,1994,0.0048611313
Hungary,HUN,1995,0.039930582
Hungary,HUN,1996,0.1034722
Hungary,HUN,1997,0.034374967
Hungary,HUN,1998,-0.1475694
Hungary,HUN,1999,0.0878472
Hungary,HUN,2000,-0.008333325
Hungary,HUN,2001,0.037755184
Hungary,HUN,2002,-0.069828056
Hungary,HUN,2003,0.3144677
Hungary,HUN,2004,1.8574765
Hungary,HUN,2005,2.9434745
Hungary,HUN,2006,-1.0920578
Hungary,HUN,2007,1.3798018
Hungary,HUN,2008,2.9932451
Hungary,HUN,2009,1.6562846
Hungary,HUN,2010,0.34374046
Hungary,HUN,2011,-1.2103509
Hungary,HUN,2012,-0.33476284
Hungary,HUN,2013,0.23050392
Hungary,HUN,2014,1.6803408
Hungary,HUN,2015,0.049144223
Hungary,HUN,2016,0.13560164
Hungary,HUN,2017,0.32871938
Hungary,HUN,2018,1.1279624
Hungary,HUN,2019,2.3331275
Hungary,HUN,2020,2.8967402
Hungary,HUN,2021,3.509087
Hungary,HUN,2022,1.9618607
Hungary,HUN,2023,3.784804
Hungary,HUN,2024,5.2895637
Iceland,ISL,1966,-0.046666622
Iceland,ISL,1967,0.11277783
Iceland,ISL,1968,0.062222242
Iceland,ISL,1969,0.48706105
Iceland,ISL,1970,1.5673897
Iceland,ISL,1971,0.35176343
Iceland,ISL,1972,0.48287427
Iceland,ISL,1973,1.3368139
Iceland,ISL,1974,0.15679151
Iceland,ISL,1975,-0.10674851
Iceland,ISL,1976,0.40180022
Iceland,ISL,1977,0.4637591
Iceland,ISL,1978,0.24369107
Iceland,ISL,1979,0.6801754
Iceland,ISL,1980,0.64728385
Iceland,ISL,1981,0.3321352
Iceland,ISL,1982,1.0080959
Iceland,ISL,1983,0.54205334
Iceland,ISL,1984,0.4214129
Iceland,ISL,1985,-0.21458298
Iceland,ISL,1986,0.62540066
Iceland,ISL,1987,0.26867145
Iceland,ISL,1988,0.73029464
Iceland,ISL,1989,0.17385381
Iceland,ISL,1990,-0.08589727
Iceland,ISL,1991,-0.049640596
Iceland,ISL,1992,0.3019033
Iceland,ISL,1993,0.5118499
Iceland,ISL,1994,0.1469487
Iceland,ISL,1995,0.5595293
Iceland,ISL,1996,0.40820497
Iceland,ISL,1997,1.3129762
Iceland,ISL,1998,2.0244572
Iceland,ISL,1999,2.6934915
Iceland,ISL,2000,1.4416966
Iceland,ISL,2001,0.91672325
Iceland,ISL,2002,0.87753344
Iceland,ISL,2003,0.119690895
Iceland,ISL,2004,0.2725587
Iceland,ISL,2005,0.08269215
Iceland,ISL,2006,3.6734009
Iceland,ISL,2007,5.79714
Iceland,ISL,2008,11.895307
Iceland,ISL,2009,1.0490294
Iceland,ISL,2010,0.28837395
Iceland,ISL,2011,0.3486522
Iceland,ISL,2012,0.9820246
Iceland,ISL,2013,1.2505577
Iceland,ISL,2014,-0.13286395
Iceland,ISL,2015,1.4937631
Iceland,ISL,2016,-0.8324305
Iceland,ISL,2017,1.6356993
Iceland,ISL,2018,1.8637255
Iceland,ISL,2019,-1.0112996
Iceland,ISL,2020,-0.9971075
Iceland,ISL,2021,1.1119764
Iceland,ISL,2022,1.1188351
Iceland,ISL,2023,0.11833915
Iceland,ISL,2024,-1.6820412
India,IND,1966,2.3570175
India,IND,1967,6.616825
India,IND,1968,9.587639
India,IND,1969,7.918091
India,IND,1970,4.8245087
India,IND,1971,8.188171
India,IND,1972,-2.725296
India,IND,1973,5.8434296
India,IND,1974,-3.6214523
India,IND,1975,17.959946
India,IND,1976,5.082306
India,IND,1977,10.4960785
India,IND,1978,30.272888
India,IND,1979,-5.573349
India,IND,1980,3.5355072
India,IND,1981,10.115524
India,IND,1982,-25.62024
India,IND,1983,-5.0454865
India,IND,1984,15.664322
India,IND,1985,-5.192795
India,IND,1986,2.0992126
India,IND,1987,-10.017303
India,IND,1988,15.701141
India,IND,1989,24.318985
India,IND,1990,8.610751
India,IND,1991,21.303057
India,IND,1992,-10.708943
India,IND,1993,2.2980373
India,IND,1994,27.00108
India,IND,1995,-10.496081
India,IND,1996,-17.388824
India,IND,1997,4.213315
India,IND,1998,38.506783
India,IND,1999,-1.5931466
India,IND,2000,-13.613831
India,IND,2001,-11.997128
India,IND,2002,-10.931234
India,IND,2003,4.2540207
India,IND,2004,92.91821
India,IND,2005,-6.5892186
India,IND,2006,52.928936
India,IND,2007,36.900715
India,IND,2008,-8.9400425
India,IND,2009,-16.841787
India,IND,2010,21.08938
India,IND,2011,79.944046
India,IND,2012,-27.831436
India,IND,2013,52.35827
India,IND,2014,38.946907
India,IND,2015,-20.642487
India,IND,2016,24.458572
India,IND,2017,55.552086
India,IND,2018,79.57335
India,IND,2019,89.38456
India,IND,2020,28.870049
India,IND,2021,44.442238
India,IND,2022,120.52893
India,IND,2023,11.661724
India,IND,2024,77.17154
Indonesia,IDN,1966,1.5222373
Indonesia,IDN,1967,0.8102231
Indonesia,IDN,1968,1.7432079
Indonesia,IDN,1969,0.41738796
Indonesia,IDN,1970,2.0623856
Indonesia,IDN,1971,-7.795329
Indonesia,IDN,1972,-0.4051118
Indonesia,IDN,1973,0.8961561
Indonesia,IDN,1974,0.46649265
Indonesia,IDN,1975,0.23324585
Indonesia,IDN,1976,-2.074663
Indonesia,IDN,1977,1.9519017
Indonesia,IDN,1978,-1.3994765
Indonesia,IDN,1979,0.39283562
Indonesia,IDN,1980,-0.3682835
Indonesia,IDN,1981,-0.012275934
Indonesia,IDN,1982,0.31917882
Indonesia,IDN,1983,1.9273493
Indonesia,IDN,1984,0.52787256
Indonesia,IDN,1985,1.3994765
Indonesia,IDN,1986,4.689475
Indonesia,IDN,1987,0.35600662
Indonesia,IDN,1988,1.2521639
Indonesia,IDN,1989,3.4618626
Indonesia,IDN,1990,4.11339
Indonesia,IDN,1991,2.3090978
Indonesia,IDN,1992,6.319096
Indonesia,IDN,1993,-2.0760875
Indonesia,IDN,1994,-0.92279744
Indonesia,IDN,1995,2.763605
Indonesia,IDN,1996,1.8829503
Indonesia,IDN,1997,-7.014032
Indonesia,IDN,1998,14.238235
Indonesia,IDN,1999,2.0896902
Indonesia,IDN,2000,1.9009686
Indonesia,IDN,2001,8.005787
Indonesia,IDN,2002,-4.330246
Indonesia,IDN,2003,-2.2376575
Indonesia,IDN,2004,2.5604496
Indonesia,IDN,2005,2.4765005
Indonesia,IDN,2006,-2.8910944
Indonesia,IDN,2007,5.5857406
Indonesia,IDN,2008,4.4734354
Indonesia,IDN,2009,3.4383712
Indonesia,IDN,2010,16.767416
Indonesia,IDN,2011,-11.511879
Indonesia,IDN,2012,3.9909058
Indonesia,IDN,2013,13.431136
Indonesia,IDN,2014,4.726097
Indonesia,IDN,2015,-11.488852
Indonesia,IDN,2016,33.587925
Indonesia,IDN,2017,2.2644691
Indonesia,IDN,2018,59.561394
Indonesia,IDN,2019,23.023302
Indonesia,IDN,2020,31.264135
Indonesia,IDN,2021,18.098497
Indonesia,IDN,2022,37.28228
Indonesia,IDN,2023,17.294321
Indonesia,IDN,2024,29.18039
Iran,IRN,1966,0.35600758
Iran,IRN,1967,0.39283514
Iran,IRN,1968,0.41738844
Iran,IRN,1969,0.45421553
Iran,IRN,1970,0.49104452
Iran,IRN,1971,0.5155964
Iran,IRN,1972,2.3201847
Iran,IRN,1973,-1.4854088
Iran,IRN,1974,0.834775
Iran,IRN,1975,0.454216
Iran,IRN,1976,1.1294031
Iran,IRN,1977,0.35600662
Iran,IRN,1978,6.236265
Iran,IRN,1979,-2.2956333
Iran,IRN,1980,0.55242443
Iran,IRN,1981,1.4240294
Iran,IRN,1982,0.8347759
Iran,IRN,1983,-0.38055992
Iran,IRN,1984,-1.1294022
Iran,IRN,1985,0.13253975
Iran,IRN,1986,3.1972237
Iran,IRN,1987,2.127777
Iran,IRN,1988,1.1944447
Iran,IRN,1989,-4.205557
Iran,IRN,1990,1.8027782
Iran,IRN,1991,-4.9277782
Iran,IRN,1992,9.991669
Iran,IRN,1993,3.6916637
Iran,IRN,1994,-10.1027775
Iran,IRN,1995,3.96389
Iran,IRN,1996,1.3638897
Iran,IRN,1997,-7.9805565
Iran,IRN,1998,4.297222
Iran,IRN,1999,-6.416666
Iran,IRN,2000,-3.7791672
Iran,IRN,2001,0.8756696
Iran,IRN,2002,10.553864
Iran,IRN,2003,4.166845
Iran,IRN,2004,6.2636833
Iran,IRN,2005,6.5650716
Iran,IRN,2006,10.7953
Iran,IRN,2007,-1.6862997
Iran,IRN,2008,-27.995817
Iran,IRN,2009,-1.8970118
Iran,IRN,2010,8.9262495
Iran,IRN,2011,1.1268249
Iran,IRN,2012,4.724917
Iran,IRN,2013,5.0002804
Iran,IRN,2014,-0.46157864
Iran,IRN,2015,-3.6010985
Iran,IRN,2016,5.2603297
Iran,IRN,2017,4.9444966
Iran,IRN,2018,-17.199425
Iran,IRN,2019,59.94186
Iran,IRN,2020,-25.320316
Iran,IRN,2021,-23.150494
Iran,IRN,2022,0.34061515
Iran,IRN,2023,21.548222
Iran,IRN,2024,-8.947922
Iraq,IRQ,1966,0.06138055
Iraq,IRQ,1967,0.03682834
Iraq,IRQ,1968,0.061380535
Iraq,IRQ,1969,0.03682834
Iraq,IRQ,1970,0.08593279
Iraq,IRQ,1971,0.0767872
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0.25
Iraq,IRQ,1974,0.30555552
Iraq,IRQ,1975,0.16944444
Iraq,IRQ,1976,-0.0055555105
Iraq,IRQ,1977,0.29722214
Iraq,IRQ,1978,0.39444447
Iraq,IRQ,1979,0.89999974
Iraq,IRQ,1980,-0.9499997
Iraq,IRQ,1981,-0.22222221
Iraq,IRQ,1982,-0.027777791
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0.027777791
Iraq,IRQ,1985,0
Iraq,IRQ,1986,-0.027777791
Iraq,IRQ,1987,5.5555553
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,5.6951766
Iraq,IRQ,1991,-6.9585543
Iraq,IRQ,1992,8.538561
Iraq,IRQ,1993,2.6185179
Iraq,IRQ,1994,0.2389679
Iraq,IRQ,1995,2.4220734
Iraq,IRQ,1996,-1.7509232
Iraq,IRQ,1997,0.32966614
Iraq,IRQ,1998,-1.1402645
Iraq,IRQ,1999,-7.329193
Iraq,IRQ,2000,-1.0068693
Iraq,IRQ,2001,1.3443937
Iraq,IRQ,2002,2.2694864
Iraq,IRQ,2003,0.4655943
Iraq,IRQ,2004,2.6235933
Iraq,IRQ,2005,-2.427021
Iraq,IRQ,2006,0.1888504
Iraq,IRQ,2007,-1.1998358
Iraq,IRQ,2008,-4.4081993
Iraq,IRQ,2009,-0.3078699
Iraq,IRQ,2010,1.985878
Iraq,IRQ,2011,-0.6072321
Iraq,IRQ,2012,2.5252218
Iraq,IRQ,2013,0.5731835
Iraq,IRQ,2014,-4.5453677
Iraq,IRQ,2015,-0.7690633
Iraq,IRQ,2016,2.0234268
Iraq,IRQ,2017,-3.0309496
Iraq,IRQ,2018,-0.12514389
Iraq,IRQ,2019,7.7590227
Iraq,IRQ,2020,-2.0094368
Iraq,IRQ,2021,-2.0396214
Iraq,IRQ,2022,-1.7304506
Iraq,IRQ,2023,-3.1462693
Iraq,IRQ,2024,0.011757672
Ireland,IRL,1966,-0.25844455
Ireland,IRL,1967,-0.12922215
Ireland,IRL,1968,-0.096916676
Ireland,IRL,1969,-0.516889
Ireland,IRL,1970,0.61380565
Ireland,IRL,1971,-0.93686116
Ireland,IRL,1972,0.61380553
Ireland,IRL,1973,-0.12922227
Ireland,IRL,1974,0.41997242
Ireland,IRL,1975,-0.7430279
Ireland,IRL,1976,0.19383335
Ireland,IRL,1977,0.41997218
Ireland,IRL,1978,-0.12922227
Ireland,IRL,1979,0.35536134
Ireland,IRL,1980,0.03230548
Ireland,IRL,1981,0.0646112
Ireland,IRL,1982,-0.16152787
Ireland,IRL,1983,-0.0646112
Ireland,IRL,1984,-0.25844443
Ireland,IRL,1985,0.4199723
Ireland,IRL,1986,0.22613883
Ireland,IRL,1987,-0.64611113
Ireland,IRL,1988,0.516889
Ireland,IRL,1989,-0.4845835
Ireland,IRL,1990,-0.0022220612
Ireland,IRL,1991,0.13611114
Ireland,IRL,1992,0.21111338
Ireland,IRL,1993,-0.11666169
Ireland,IRL,1994,0.44166893
Ireland,IRL,1995,-0.58333486
Ireland,IRL,1996,0.10383348
Ireland,IRL,1997,0.14657621
Ireland,IRL,1998,1.0042284
Ireland,IRL,1999,-0.12568203
Ireland,IRL,2000,0.17086405
Ireland,IRL,2001,-0.45242152
Ireland,IRL,2002,0.94259906
Ireland,IRL,2003,-0.6794998
Ireland,IRL,2004,0.68788505
Ireland,IRL,2005,1.2791729
Ireland,IRL,2006,1.5889962
Ireland,IRL,2007,1.0535747
Ireland,IRL,2008,2.440621
